timestamp,open,close,high,low,volume
2017-09-25T09:00:00,4201000.0,4322000.0,4333000.0,4175000.0,132.48475499
2017-09-26T09:00:00,4317000.0,4321000.0,4418000.0,4311000.0,22.78833969
2017-09-27T09:00:00,4322000.0,4657000.0,4677000.0,4318000.0,32.2696617
2017-09-28T09:00:00,4657000.0,4586000.0,4772000.0,4519000.0,80.5882434
2017-09-29T09:00:00,4586000.0,4657000.0,4709000.0,4476000.0,59.35237346
2017-09-30T09:00:00,4657000.0,4895000.0,4896000.0,4651000.0,19.99848332
2017-10-01T09:00:00,4889000.0,4962000.0,4978000.0,4682000.0,27.32333246
2017-10-02T09:00:00,4962000.0,5025000.0,5095000.0,4956000.0,31.72800385
2017-10-03T09:00:00,5021000.0,4964000.0,5079000.0,4811000.0,11.89930699
2017-10-04T09:00:00,4987000.0,4895000.0,5002000.0,4837000.0,7.03874388
2017-10-05T09:00:00,4894000.0,4926000.0,4993000.0,4811000.0,5.36365175
2017-10-06T09:00:00,4927000.0,5027000.0,5034000.0,4885000.0,25.16382027
2017-10-07T09:00:00,4983000.0,5047000.0,5070000.0,4935000.0,4.343932
2017-10-08T09:00:00,5044000.0,5217000.0,5263000.0,4993000.0,145.91785961
2017-10-09T09:00:00,5222000.0,5477000.0,5761000.0,5188000.0,8.07043419
2017-10-10T09:00:00,5469000.0,5486000.0,5665000.0,5459000.0,11.69369387
2017-10-11T09:00:00,5533000.0,5557000.0,5605000.0,5451000.0,4.21265003
2017-10-12T09:00:00,5569000.0,6332000.0,6377000.0,5515000.0,20.91828711
2017-10-13T09:00:00,6346000.0,6438000.0,6950000.0,6149000.0,26.82608423
2017-10-14T09:00:00,6427000.0,6664000.0,6664000.0,6322000.0,3.35282452
2017-10-15T09:00:00,6610000.0,6381000.0,6700000.0,6142000.0,7.63078273
2017-10-16T09:00:00,6403000.0,6491000.0,6527000.0,6282000.0,22.92663476
2017-10-17T09:00:00,6495000.0,6457000.0,6510000.0,6299000.0,4.24133721
2017-10-18T09:00:00,6413000.0,6391000.0,6489000.0,5876000.0,36.00111898
2017-10-19T09:00:00,6405000.0,6511000.0,6596000.0,6109000.0,11.95565558
2017-10-20T09:00:00,6536000.0,6928000.0,6954000.0,6395000.0,21.97426401
2017-10-21T09:00:00,6928000.0,6874000.0,7253000.0,6773000.0,5.46210809
2017-10-22T09:00:00,6858000.0,7039000.0,7060000.0,6709000.0,4.39101644
2017-10-23T09:00:00,7017000.0,6971000.0,7100000.0,6668000.0,14.03934445
2017-10-24T09:00:00,7034000.0,6479000.0,7052000.0,6350000.0,98.67422940000002
2017-10-25T09:00:00,6479000.0,6643000.0,6644000.0,6212000.0,108.36397361
